BetAmount	Payout To Win	Roll Under To Win	Payout X	Win Chance %	98
1	49	3	49	2	98		49
1	8.1666	13	8.17	12	98		8.166666667
1	1.9999	50	2	49	98		2
1	1.96	51	1.96	50	98		1.96
1	1.225	81	1.23	80	98		1.225
1	1.088888889			90	98		1.088888889
10	10.425			94	98		10.42553191
							
							
							avg P	delta_P
1	98	2		1		Calculateï¼¥	0.010526316	0.98	0.98
1	49	3		2				0.98		s
1	32.66666667	4		3				0.98
1	24.5	5		4				0.98
1	19.6	6		5				0.98
1	16.33333333	7		6				0.98
1	14	8		7				0.98
1	12.25	9		8				0.98
1	10.88888889	10		9				0.98
1	9.8	11		10				0.98
1	8.909090909	12		11				0.98
1	8.166666667	13		12				0.98
1	7.538461538	14		13				0.98
1	7	15		14				0.98
1	6.533333333	16		15				0.98
1	6.125	17		16				0.98
1	5.764705882	18		17				0.98
1	5.444444444	19		18				0.98
1	5.157894737	20		19				0.98
1	4.9	21		20				0.98
1	4.666666667	22		21				0.98
1	4.454545455	23		22				0.98
1	4.260869565	24		23				0.98
1	4.083333333	25		24				0.98
1	3.92	26		25				0.98
1	3.769230769	27		26				0.98
1	3.62962963	28		27				0.98
1	3.5	29		28				0.98
1	3.379310345	30		29				0.98
1	3.266666667	31		30				0.98
1	3.161290323	32		31				0.98
1	3.0625	33		32				0.98
1	2.96969697	34		33				0.98
1	2.882352941	35		34				0.98
1	2.8	36		35				0.98
1	2.722222222	37		36				0.98
1	2.648648649	38		37				0.98
1	2.578947368	39		38				0.98
1	2.512820513	40		39				0.98
1	2.45	41		40				0.98
1	2.390243902	42		41				0.98
1	2.333333333	43		42				0.98
1	2.279069767	44		43				0.98
1	2.227272727	45		44				0.98
1	2.177777778	46		45				0.98
1	2.130434783	47		46				0.98
1	2.085106383	48		47				0.98
1	2.041666667	49		48				0.98
1	2	50		49				0.98
1	1.96	51		50				0.98
1	1.921568627	52		51				0.98
1	1.884615385	53		52				0.98
1	1.849056604	54		53				0.98
1	1.814814815	55		54				0.98
1	1.781818182	56		55				0.98
1	1.75	57		56				0.98
1	1.719298246	58		57				0.98
1	1.689655172	59		58				0.98
1	1.661016949	60		59				0.98
1	1.633333333	61		60				0.98
1	1.606557377	62		61				0.98
1	1.580645161	63		62				0.98
1	1.555555556	64		63				0.98
1	1.53125	65		64				0.98
1	1.507692308	66		65				0.98
1	1.484848485	67		66				0.98
1	1.462686567	68		67				0.98
1	1.441176471	69		68				0.98
1	1.420289855	70		69				0.98
1	1.4	71		70				0.98
1	1.38028169	72		71				0.98
1	1.361111111	73		72				0.98
1	1.342465753	74		73				0.98
1	1.324324324	75		74				0.98
1	1.306666667	76		75				0.98
1	1.289473684	77		76				0.98
1	1.272727273	78		77				0.98
1	1.256410256	79		78				0.98
1	1.240506329	80		79				0.98
1	1.225	81		80				0.98
1	1.209876543	82		81				0.98
1	1.195121951	83		82				0.98
1	1.180722892	84		83				0.98
1	1.166666667	85		84				0.98
1	1.152941176	86		85				0.98
1	1.139534884	87		86				0.98
1	1.126436782	88		87				0.98
1	1.113636364	89		88				0.98
1	1.101123596	90		89				0.98
1	1.088888889	91		90				0.98
1	1.076923077	92		91				0.98
1	1.065217391	93		92				0.98
1	1.053763441	94		93				0.98
1	1.042553191	95		94				0.98
1	1.031578947	96		95				0.98

